NetSTN,GREEN,LANDFILL,RECYCLE,REFUSE,AR,Commercial,Contained,Non-Profit,Other,Other Dept,Reciprocal,Residential,Special Ops,Uncontained,DateOut
3.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
1.33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
7.57,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3967 
8.55,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
2.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
10.04,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
9.28,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
8.15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
7.96,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
8.28,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
2.12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3967 
9.65,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
7.57,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
2.29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
8.39,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
3.79,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
0.53,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3967 
4.76,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
2.71,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
2.31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3967 
5.76,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
1.01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3967 
6.62,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
1.63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
7.58,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3967 
8.74,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
1.87,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
11.33,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
9.31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
3.01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
2.31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
11.72,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
9.34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
5.16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
7.52,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
2.71,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
8.97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
6.88,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
0.97,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3967 
0.83,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
8.92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
11.02,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
10.52,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
8.58,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
7.26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
6.24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3967 
0.53,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
8.38,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
9.45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
6.92,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3967 
0.36,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3967 
6.06,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
