NetSTN,GREEN,LANDFILL,RECYCLE,REFUSE,AR,Commercial,Contained,Non-Profit,Other,Other Dept,Reciprocal,Residential,Special Ops,Uncontained,DateOut
1.22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.57,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.96,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
4.57,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.07,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4423 
2.96,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.68,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.73,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4423 
0.05,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
11.84,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
